return_id,order_id,product_id,reason
RET009339,ORD00160692,PROD01030,Defective product
RET009340,ORD00160695,PROD01053,Better price available
RET009341,ORD00160707,PROD01053,Better price available
RET009349,ORD00160793,PROD01009,Wrong item received
RET009350,ORD00160804,PROD01062,Product not as described
RET009358,ORD00160920,PROD01038,Ordered by mistake
RET009360,ORD00160940,PROD01007,Changed mind
RET009365,ORD00161022,PROD01049,Quality issues
RET009367,ORD00161037,PROD01031,Changed mind
RET009386,ORD00161186,PROD01025,Damaged during shipping
RET009390,ORD00161243,PROD01015,Ordered by mistake
RET009400,ORD00161447,PROD01019,Changed mind
RET009404,ORD00161499,PROD01002,Changed mind
RET009406,ORD00161516,PROD01017,Damaged during shipping
RET009411,ORD00161537,PROD01031,Wrong item received
RET009420,ORD00161644,PROD01030,Late delivery
RET009431,ORD00161785,PROD01027,Ordered by mistake
RET009438,ORD00161892,PROD01048,Late delivery
RET009442,ORD00161940,PROD01027,Damaged during shipping
RET009443,ORD00161961,PROD01020,Changed mind
RET009462,ORD00162088,PROD01026,Quality issues
RET009466,ORD00162183,PROD01004,Product not as described
RET009467,ORD00162204,PROD01044,Wrong item received
RET009469,ORD00162258,PROD01040,Defective product
RET009485,ORD00162468,PROD01008,Changed mind
RET009489,ORD00162522,PROD01063,Size/compatibility issue
RET009521,ORD00162817,PROD01059,Late delivery
RET009529,ORD00162885,PROD01062,Late delivery
RET009537,ORD00162996,PROD01047,Late delivery
RET009539,ORD00163027,PROD01041,Late delivery
RET009540,ORD00163033,PROD01001,Late delivery
RET009544,ORD00163085,PROD01008,Late delivery
RET009552,ORD00163227,PROD01012,Defective product
RET009566,ORD00163425,PROD01047,Damaged during shipping
RET009567,ORD00163440,PROD01033,Late delivery
RET009571,ORD00163509,PROD01063,Ordered by mistake
RET009583,ORD00163634,PROD01007,Ordered by mistake
RET009585,ORD00163638,PROD01064,Better price available
RET009592,ORD00163694,PROD01007,Better price available
RET009604,ORD00163848,PROD01042,Size/compatibility issue
RET009605,ORD00163872,PROD01048,Size/compatibility issue
RET009606,ORD00163880,PROD01054,Wrong item received
RET009641,ORD00164242,PROD01020,Quality issues
RET009651,ORD00164398,PROD01007,Product not as described
RET009652,ORD00164400,PROD01050,Quality issues
RET009655,ORD00164440,PROD01027,Wrong item received
RET009657,ORD00164450,PROD01042,Better price available
RET009660,ORD00164492,PROD01045,Quality issues
RET009663,ORD00164530,PROD01004,Defective product
RET009668,ORD00164555,PROD01040,Better price available
RET009669,ORD00164555,PROD01035,Ordered by mistake
RET009670,ORD00164584,PROD01005,Quality issues
RET009671,ORD00164587,PROD01017,Late delivery
RET009680,ORD00164694,PROD01042,Defective product
RET009681,ORD00164733,PROD01025,Damaged during shipping
RET009686,ORD00164796,PROD01004,Quality issues
RET009687,ORD00164809,PROD01004,Changed mind
RET009694,ORD00164871,PROD01051,Wrong item received
RET009696,ORD00164931,PROD01013,Damaged during shipping
RET009705,ORD00165042,PROD01017,Damaged during shipping
RET009712,ORD00165163,PROD01055,Changed mind
RET009713,ORD00165167,PROD01014,Late delivery
RET009715,ORD00165177,PROD01040,Damaged during shipping
RET009725,ORD00165308,PROD01059,Defective product
RET009740,ORD00165415,PROD01026,Quality issues
RET009741,ORD00165415,PROD01016,Ordered by mistake
RET009755,ORD00165518,PROD01057,Product not as described
RET009761,ORD00165649,PROD01032,Wrong item received
RET009770,ORD00165761,PROD01041,Product not as described
RET009772,ORD00165809,PROD01008,Better price available
RET009775,ORD00165859,PROD01042,Product not as described
RET009777,ORD00165892,PROD01048,Ordered by mistake
RET009783,ORD00165954,PROD01062,Quality issues
RET009790,ORD00166051,PROD01033,Better price available
RET009800,ORD00166166,PROD01004,Quality issues
RET009803,ORD00166194,PROD01029,Late delivery
RET009807,ORD00166216,PROD01041,Changed mind
RET009808,ORD00166216,PROD01024,Quality issues
RET009811,ORD00166265,PROD01018,Better price available
RET009815,ORD00166338,PROD01028,Better price available
RET009821,ORD00166385,PROD01057,Size/compatibility issue
RET009825,ORD00166444,PROD01025,Late delivery
RET009830,ORD00166533,PROD01014,Changed mind
RET009835,ORD00166637,PROD01023,Quality issues
RET009836,ORD00166645,PROD01052,Damaged during shipping
RET009838,ORD00166665,PROD01014,Product not as described
RET009842,ORD00166718,PROD01035,Damaged during shipping
RET009845,ORD00166740,PROD01007,Changed mind
RET009848,ORD00166754,PROD01045,Ordered by mistake
RET009851,ORD00166807,PROD01042,Defective product
RET009857,ORD00166908,PROD01045,Product not as described
RET009859,ORD00166916,PROD01034,Size/compatibility issue
RET009863,ORD00166935,PROD01039,Better price available
RET009880,ORD00167173,PROD01042,Better price available
RET009883,ORD00167198,PROD01048,Defective product
RET009884,ORD00167203,PROD01017,Changed mind
RET009895,ORD00167313,PROD01019,Ordered by mistake
RET009900,ORD00167387,PROD01039,Ordered by mistake
RET009903,ORD00167413,PROD01002,Damaged during shipping
RET009904,ORD00167424,PROD01033,Defective product
RET009907,ORD00167468,PROD01004,Changed mind
RET009908,ORD00167479,PROD01008,Late delivery
RET009910,ORD00167507,PROD01033,Defective product
RET009911,ORD00167511,PROD01024,Quality issues
RET009913,ORD00167540,PROD01007,Defective product
RET009917,ORD00167583,PROD01060,Damaged during shipping
RET009940,ORD00167853,PROD01023,Defective product
RET009945,ORD00167901,PROD01026,Changed mind
RET009951,ORD00167950,PROD01021,Product not as described
RET009956,ORD00168018,PROD01058,Size/compatibility issue
RET009963,ORD00168124,PROD01009,Quality issues
RET009966,ORD00168178,PROD01052,Damaged during shipping
RET009967,ORD00168178,PROD01049,Late delivery
RET009973,ORD00168299,PROD01058,Quality issues
RET009976,ORD00168332,PROD01015,Better price available
RET009986,ORD00168379,PROD01030,Size/compatibility issue
RET009988,ORD00168431,PROD01017,Late delivery
RET009993,ORD00168463,PROD01020,Wrong item received
RET009996,ORD00168486,PROD01047,Ordered by mistake
RET010001,ORD00168517,PROD01021,Ordered by mistake
RET010013,ORD00168665,PROD01050,Damaged during shipping
RET010025,ORD00168793,PROD01024,Late delivery
RET010034,ORD00168930,PROD01011,Defective product
RET010037,ORD00168956,PROD01014,Size/compatibility issue
RET010051,ORD00169149,PROD01056,Late delivery
RET010054,ORD00169185,PROD01036,Quality issues
RET010056,ORD00169190,PROD01051,Ordered by mistake
RET010061,ORD00169243,PROD01047,Damaged during shipping
RET010064,ORD00169286,PROD01009,Ordered by mistake
RET010070,ORD00169366,PROD01050,Quality issues
RET010072,ORD00169394,PROD01018,Quality issues
RET010075,ORD00169414,PROD01020,Changed mind
RET010080,ORD00169441,PROD01025,Size/compatibility issue
RET010084,ORD00169491,PROD01011,Damaged during shipping
RET010088,ORD00169546,PROD01062,Defective product
RET010092,ORD00169589,PROD01060,Late delivery
RET010098,ORD00169657,PROD01016,Better price available
RET010104,ORD00169729,PROD01048,Size/compatibility issue
RET010113,ORD00169858,PROD01044,Defective product
RET010119,ORD00169895,PROD01054,Changed mind
RET010120,ORD00169913,PROD01023,Defective product
RET010130,ORD00169999,PROD01032,Better price available
RET010136,ORD00170062,PROD01004,Damaged during shipping
RET010137,ORD00170079,PROD01032,Better price available
RET010139,ORD00170094,PROD01064,Quality issues
RET010148,ORD00170157,PROD01039,Wrong item received
RET010150,ORD00170172,PROD01013,Size/compatibility issue
RET010152,ORD00170220,PROD01044,Wrong item received
RET010159,ORD00170288,PROD01017,Ordered by mistake
RET010161,ORD00170312,PROD01001,Defective product
RET010162,ORD00170315,PROD01056,Better price available
RET010167,ORD00170396,PROD01053,Size/compatibility issue
RET010168,ORD00170415,PROD01023,Better price available
RET010176,ORD00170497,PROD01024,Late delivery
RET010188,ORD00170641,PROD01001,Ordered by mistake
RET010199,ORD00170778,PROD01046,Size/compatibility issue
RET010202,ORD00170803,PROD01045,Size/compatibility issue
RET010214,ORD00170923,PROD01059,Late delivery
RET010217,ORD00170949,PROD01019,Product not as described
RET010218,ORD00170965,PROD01019,Product not as described
RET010230,ORD00171087,PROD01042,Damaged during shipping
RET010236,ORD00171133,PROD01060,Better price available
RET010245,ORD00171239,PROD01046,Product not as described
RET010255,ORD00171336,PROD01042,Wrong item received
RET010257,ORD00171365,PROD01050,Late delivery
RET010258,ORD00171389,PROD01021,Product not as described
RET010260,ORD00171407,PROD01056,Product not as described
RET010262,ORD00171413,PROD01036,Product not as described
RET010266,ORD00171513,PROD01057,Damaged during shipping
RET010267,ORD00171526,PROD01024,Defective product
RET010278,ORD00171655,PROD01030,Ordered by mistake
RET010280,ORD00171680,PROD01031,Quality issues
RET010291,ORD00171799,PROD01040,Defective product
RET010296,ORD00171843,PROD01006,Changed mind
RET010305,ORD00171889,PROD01036,Wrong item received
RET010307,ORD00171914,PROD01037,Product not as described
RET010308,ORD00171926,PROD01017,Changed mind
RET010309,ORD00171926,PROD01053,Quality issues
RET010318,ORD00172032,PROD01056,Ordered by mistake
RET010338,ORD00172168,PROD01008,Ordered by mistake
RET010342,ORD00172232,PROD01039,Better price available
RET010343,ORD00172239,PROD01026,Late delivery
RET010367,ORD00172489,PROD01037,Damaged during shipping
RET010371,ORD00172557,PROD01022,Changed mind
RET010375,ORD00172625,PROD01045,Product not as described
RET010378,ORD00172669,PROD01051,Better price available
RET010380,ORD00172696,PROD01021,Quality issues
RET010381,ORD00172715,PROD01050,Product not as described
RET010382,ORD00172721,PROD01016,Late delivery
RET010384,ORD00172749,PROD01011,Size/compatibility issue
RET010387,ORD00172769,PROD01041,Ordered by mistake
RET010389,ORD00172782,PROD01001,Product not as described
RET010392,ORD00172800,PROD01032,Wrong item received
RET010397,ORD00172854,PROD01025,Defective product
RET010407,ORD00173073,PROD01053,Quality issues
RET010410,ORD00173090,PROD01064,Better price available
RET010413,ORD00173117,PROD01001,Defective product
RET010414,ORD00173124,PROD01008,Late delivery
RET010415,ORD00173124,PROD01026,Changed mind
RET010424,ORD00173204,PROD01026,Product not as described
RET010427,ORD00173263,PROD01055,Defective product
RET010434,ORD00173341,PROD01007,Product not as described
RET010441,ORD00173385,PROD01030,Wrong item received
RET010442,ORD00173401,PROD01017,Ordered by mistake
RET010456,ORD00173567,PROD01043,Size/compatibility issue
RET010462,ORD00173600,PROD01051,Quality issues
RET010466,ORD00173674,PROD01055,Quality issues
RET010468,ORD00173704,PROD01012,Quality issues
RET010470,ORD00173729,PROD01004,Late delivery
RET010472,ORD00173751,PROD01047,Late delivery
RET010483,ORD00173891,PROD01044,Ordered by mistake
RET010486,ORD00173923,PROD01001,Ordered by mistake
RET010488,ORD00173957,PROD01002,Better price available
RET010489,ORD00173961,PROD01003,Size/compatibility issue
RET010492,ORD00173986,PROD01060,Damaged during shipping
RET010493,ORD00174009,PROD01063,Damaged during shipping
RET010497,ORD00174042,PROD01027,Better price available
RET010501,ORD00174066,PROD01017,Wrong item received
RET010508,ORD00174184,PROD01050,Ordered by mistake
RET010509,ORD00174184,PROD01064,Changed mind
RET010511,ORD00174194,PROD01012,Size/compatibility issue
RET010512,ORD00174210,PROD01017,Ordered by mistake
RET010513,ORD00174210,PROD01055,Changed mind
RET010515,ORD00174235,PROD01051,Wrong item received
RET010520,ORD00174261,PROD01040,Wrong item received
RET010521,ORD00174262,PROD01014,Late delivery
RET010523,ORD00174290,PROD01016,Wrong item received
RET010524,ORD00174295,PROD01047,Quality issues
RET010525,ORD00174302,PROD01016,Late delivery
RET010536,ORD00174521,PROD01017,Changed mind
RET010537,ORD00174528,PROD01004,Better price available
RET010539,ORD00174535,PROD01014,Late delivery
RET010540,ORD00174535,PROD01031,Defective product
RET010555,ORD00174769,PROD01017,Better price available
RET010556,ORD00174782,PROD01032,Damaged during shipping
RET010568,ORD00174882,PROD01008,Changed mind
RET010575,ORD00174971,PROD01020,Better price available
RET010586,ORD00175077,PROD01021,Quality issues
RET010589,ORD00175089,PROD01032,Damaged during shipping
RET010595,ORD00175123,PROD01034,Wrong item received
RET010600,ORD00175201,PROD01036,Size/compatibility issue
RET010622,ORD00175469,PROD01019,Product not as described
RET010625,ORD00175533,PROD01053,Damaged during shipping
RET010628,ORD00175561,PROD01049,Late delivery
RET010636,ORD00175632,PROD01031,Product not as described
RET010638,ORD00175635,PROD01004,Damaged during shipping
RET010640,ORD00175683,PROD01035,Product not as described
RET010651,ORD00175863,PROD01043,Damaged during shipping
RET010655,ORD00175891,PROD01056,Quality issues
RET010662,ORD00175965,PROD01060,Changed mind
RET010663,ORD00175968,PROD01022,Changed mind
RET010677,ORD00176130,PROD01058,Changed mind
RET010681,ORD00176186,PROD01054,Quality issues
RET010683,ORD00176202,PROD01005,Size/compatibility issue
RET010684,ORD00176202,PROD01013,Product not as described
RET010688,ORD00176224,PROD01063,Better price available
RET010695,ORD00176290,PROD01029,Size/compatibility issue
RET010702,ORD00176379,PROD01029,Size/compatibility issue
RET010705,ORD00176405,PROD01007,Changed mind
RET010711,ORD00176479,PROD01027,Changed mind
RET010715,ORD00176495,PROD01031,Product not as described
RET010720,ORD00176554,PROD01048,Product not as described
RET010721,ORD00176586,PROD01030,Defective product
RET010725,ORD00176615,PROD01048,Late delivery
RET010726,ORD00176627,PROD01055,Late delivery
RET010733,ORD00176676,PROD01052,Changed mind
RET010736,ORD00176718,PROD01048,Wrong item received
RET010740,ORD00176753,PROD01014,Late delivery
RET010741,ORD00176755,PROD01023,Size/compatibility issue
RET010749,ORD00176828,PROD01013,Better price available
RET010753,ORD00176858,PROD01021,Defective product
RET010756,ORD00176891,PROD01016,Ordered by mistake
RET010776,ORD00177080,PROD01026,Changed mind
RET010781,ORD00177180,PROD01022,Ordered by mistake
RET010789,ORD00177252,PROD01033,Wrong item received
RET010793,ORD00177277,PROD01025,Changed mind
RET010795,ORD00177288,PROD01060,Better price available
RET010808,ORD00177432,PROD01028,Late delivery
RET010809,ORD00177438,PROD01040,Late delivery
RET010818,ORD00177529,PROD01024,Changed mind
RET010830,ORD00177644,PROD01012,Changed mind
RET010831,ORD00177645,PROD01029,Product not as described
RET010855,ORD00178047,PROD01059,Size/compatibility issue
RET010856,ORD00178049,PROD01034,Quality issues
RET010857,ORD00178049,PROD01037,Better price available
RET010860,ORD00178090,PROD01043,Better price available
RET010862,ORD00178110,PROD01027,Product not as described
RET010865,ORD00178157,PROD01036,Better price available
RET010868,ORD00178189,PROD01046,Late delivery
RET010870,ORD00178192,PROD01006,Wrong item received
RET010876,ORD00178226,PROD01012,Late delivery
RET010877,ORD00178234,PROD01060,Ordered by mistake
RET010883,ORD00178278,PROD01010,Defective product
RET010886,ORD00178324,PROD01029,Defective product
RET010892,ORD00178381,PROD01049,Late delivery
RET010921,ORD00178732,PROD01058,Defective product
RET010922,ORD00178743,PROD01031,Better price available
RET010929,ORD00178859,PROD01027,Ordered by mistake
RET010931,ORD00178868,PROD01005,Damaged during shipping
RET010933,ORD00178897,PROD01024,Defective product
RET010941,ORD00178985,PROD01058,Damaged during shipping
RET010944,ORD00179010,PROD01039,Changed mind
RET010945,ORD00179015,PROD01013,Damaged during shipping
RET010949,ORD00179040,PROD01037,Better price available
RET010953,ORD00179070,PROD01043,Better price available
RET010954,ORD00179070,PROD01005,Late delivery
RET010958,ORD00179087,PROD01039,Product not as described
RET010966,ORD00179179,PROD01051,Better price available
RET010969,ORD00179189,PROD01039,Damaged during shipping
RET010971,ORD00179200,PROD01029,Changed mind
RET010975,ORD00179270,PROD01062,Late delivery
RET010978,ORD00179290,PROD01032,Defective product
RET010989,ORD00179403,PROD01059,Product not as described
RET010990,ORD00179406,PROD01017,Ordered by mistake
RET010992,ORD00179449,PROD01031,Wrong item received
RET010995,ORD00179500,PROD01063,Wrong item received
RET011001,ORD00179629,PROD01022,Product not as described
RET011014,ORD00179748,PROD01055,Ordered by mistake
RET011019,ORD00179819,PROD01043,Damaged during shipping
RET011026,ORD00179949,PROD01044,Ordered by mistake
RET011027,ORD00179957,PROD01044,Changed mind
RET011033,ORD00179993,PROD01013,Late delivery
RET011037,ORD00180020,PROD01045,Changed mind
RET011042,ORD00180097,PROD01010,Size/compatibility issue
RET011043,ORD00180099,PROD01025,Ordered by mistake
RET011050,ORD00180201,PROD01051,Damaged during shipping
RET011053,ORD00180264,PROD01007,Defective product
RET011054,ORD00180280,PROD01019,Late delivery
RET011055,ORD00180300,PROD01007,Late delivery
RET011060,ORD00180316,PROD01017,Changed mind
RET011061,ORD00180366,PROD01037,Product not as described
RET011072,ORD00180480,PROD01048,Size/compatibility issue
RET011087,ORD00180680,PROD01019,Damaged during shipping
RET011089,ORD00180684,PROD01059,Damaged during shipping
RET011094,ORD00180710,PROD01038,Wrong item received
RET011107,ORD00180873,PROD01004,Product not as described
RET011110,ORD00180941,PROD01039,Quality issues
RET011112,ORD00180972,PROD01042,Wrong item received
RET011114,ORD00180983,PROD01009,Better price available
RET011119,ORD00181022,PROD01021,Size/compatibility issue
RET011122,ORD00181059,PROD01038,Ordered by mistake
RET011134,ORD00181188,PROD01028,Ordered by mistake
RET011135,ORD00181192,PROD01049,Quality issues
RET011137,ORD00181218,PROD01056,Better price available
RET011140,ORD00181243,PROD01064,Changed mind
RET011146,ORD00181286,PROD01050,Wrong item received
RET011147,ORD00181287,PROD01019,Better price available
RET011155,ORD00181336,PROD01038,Defective product
RET011163,ORD00181447,PROD01031,Damaged during shipping
RET011168,ORD00181485,PROD01051,Ordered by mistake
RET011174,ORD00181529,PROD01022,Size/compatibility issue
RET011181,ORD00181628,PROD01037,Damaged during shipping
RET011196,ORD00181729,PROD01026,Better price available
RET011199,ORD00181743,PROD01032,Ordered by mistake
RET011208,ORD00181814,PROD01052,Quality issues
RET011215,ORD00181894,PROD01049,Ordered by mistake
RET011216,ORD00181902,PROD01059,Ordered by mistake
RET011221,ORD00181948,PROD01064,Ordered by mistake
RET011249,ORD00182276,PROD01021,Damaged during shipping
RET011250,ORD00182282,PROD01061,Quality issues
RET011255,ORD00182368,PROD01025,Damaged during shipping
RET011258,ORD00182385,PROD01006,Size/compatibility issue
RET011269,ORD00182569,PROD01040,Damaged during shipping
RET011270,ORD00182577,PROD01009,Defective product
RET011271,ORD00182589,PROD01048,Better price available
RET011279,ORD00182642,PROD01039,Product not as described
RET011285,ORD00182703,PROD01057,Wrong item received
RET011290,ORD00182787,PROD01009,Late delivery
RET011292,ORD00182804,PROD01047,Defective product
RET011298,ORD00182828,PROD01025,Ordered by mistake
RET011299,ORD00182838,PROD01020,Quality issues
RET011301,ORD00182848,PROD01005,Late delivery
RET011308,ORD00182923,PROD01014,Changed mind
RET011311,ORD00182988,PROD01056,Wrong item received
RET011325,ORD00183103,PROD01063,Defective product
RET011342,ORD00183232,PROD01064,Better price available
RET011345,ORD00183308,PROD01019,Quality issues
RET011347,ORD00183331,PROD01053,Late delivery
RET011352,ORD00183340,PROD01038,Wrong item received
RET011363,ORD00183432,PROD01025,Size/compatibility issue
RET011372,ORD00183527,PROD01018,Size/compatibility issue
RET011387,ORD00183665,PROD01026,Defective product
RET011388,ORD00183671,PROD01010,Ordered by mistake
RET011398,ORD00183763,PROD01011,Damaged during shipping
RET011402,ORD00183834,PROD01059,Defective product
RET011411,ORD00183977,PROD01042,Size/compatibility issue
RET011422,ORD00184060,PROD01047,Quality issues
RET011427,ORD00184116,PROD01033,Changed mind
RET011441,ORD00184330,PROD01039,Size/compatibility issue
RET011444,ORD00184356,PROD01038,Size/compatibility issue
RET011453,ORD00184488,PROD01030,Wrong item received
RET011454,ORD00184496,PROD01026,Damaged during shipping
RET011466,ORD00184656,PROD01007,Defective product
RET011467,ORD00184703,PROD01001,Ordered by mistake
RET011477,ORD00184837,PROD01035,Ordered by mistake
RET011478,ORD00184839,PROD01052,Wrong item received
RET011479,ORD00184845,PROD01034,Late delivery
RET011484,ORD00184870,PROD01023,Damaged during shipping
RET011486,ORD00184884,PROD01004,Changed mind
RET011502,ORD00185059,PROD01055,Ordered by mistake
RET011514,ORD00185292,PROD01024,Product not as described
RET011520,ORD00185349,PROD01009,Wrong item received
RET011524,ORD00185417,PROD01034,Better price available
RET011527,ORD00185475,PROD01044,Ordered by mistake
RET011533,ORD00185499,PROD01018,Defective product
RET011535,ORD00185527,PROD01023,Product not as described
RET011537,ORD00185563,PROD01035,Better price available
RET011546,ORD00185716,PROD01011,Wrong item received
RET011549,ORD00185760,PROD01039,Ordered by mistake
RET011550,ORD00185761,PROD01045,Better price available
RET011551,ORD00185781,PROD01063,Late delivery
RET011554,ORD00185803,PROD01039,Late delivery
RET011570,ORD00185993,PROD01060,Size/compatibility issue
RET011571,ORD00186003,PROD01005,Product not as described
RET011576,ORD00186095,PROD01006,Changed mind
RET011580,ORD00186186,PROD01061,Size/compatibility issue
RET011581,ORD00186191,PROD01042,Size/compatibility issue
RET011592,ORD00186372,PROD01046,Product not as described
RET011594,ORD00186389,PROD01028,Late delivery
RET011598,ORD00186409,PROD01014,Better price available
RET011603,ORD00186547,PROD01014,Better price available
RET011618,ORD00186709,PROD01022,Better price available
RET011647,ORD00187049,PROD01061,Late delivery
RET011656,ORD00187148,PROD01058,Quality issues
RET011658,ORD00187175,PROD01045,Damaged during shipping
RET011666,ORD00187265,PROD01037,Better price available
RET011671,ORD00187353,PROD01017,Defective product
RET011673,ORD00187372,PROD01016,Late delivery
RET011678,ORD00187529,PROD01021,Quality issues
RET011686,ORD00187646,PROD01058,Product not as described
RET011692,ORD00187798,PROD01017,Changed mind
RET011698,ORD00187842,PROD01050,Defective product
RET011701,ORD00187890,PROD01060,Product not as described
RET011716,ORD00188143,PROD01020,Product not as described
RET011719,ORD00188182,PROD01015,Quality issues
RET011736,ORD00188344,PROD01058,Wrong item received
RET011743,ORD00188411,PROD01052,Damaged during shipping
RET011745,ORD00188427,PROD01047,Better price available
RET011765,ORD00188662,PROD01017,Ordered by mistake
RET011771,ORD00188734,PROD01015,Better price available
RET011781,ORD00188826,PROD01057,Defective product
RET011803,ORD00189052,PROD01014,Defective product
RET011804,ORD00189059,PROD01027,Product not as described
RET011811,ORD00189101,PROD01041,Size/compatibility issue
RET011838,ORD00189428,PROD01060,Better price available
RET011856,ORD00189718,PROD01046,Wrong item received
RET011857,ORD00189719,PROD01001,Quality issues
RET011859,ORD00189724,PROD01064,Changed mind
RET011860,ORD00189735,PROD01014,Late delivery
RET011880,ORD00189948,PROD01028,Size/compatibility issue
RET011881,ORD00189948,PROD01046,Quality issues
RET011900,ORD00190115,PROD01049,Quality issues
RET011901,ORD00190123,PROD01050,Product not as described
RET011908,ORD00190208,PROD01046,Better price available
RET011909,ORD00190218,PROD01008,Damaged during shipping
RET011913,ORD00190258,PROD01034,Damaged during shipping
RET011917,ORD00190287,PROD01064,Wrong item received
RET011918,ORD00190294,PROD01020,Defective product
RET011922,ORD00190360,PROD01008,Size/compatibility issue
RET011933,ORD00190541,PROD01007,Better price available
RET011946,ORD00190681,PROD01013,Quality issues
RET011950,ORD00190716,PROD01030,Wrong item received
RET011952,ORD00190730,PROD01002,Wrong item received
RET011957,ORD00190753,PROD01020,Wrong item received
RET011958,ORD00190754,PROD01025,Quality issues
RET011959,ORD00190769,PROD01042,Product not as described
RET011967,ORD00190878,PROD01053,Changed mind
RET011992,ORD00191334,PROD01025,Ordered by mistake
RET011996,ORD00191384,PROD01002,Late delivery
RET011998,ORD00191386,PROD01016,Changed mind
RET012001,ORD00191414,PROD01042,Better price available
RET012002,ORD00191423,PROD01056,Damaged during shipping
RET012008,ORD00191483,PROD01003,Ordered by mistake
RET012012,ORD00191514,PROD01044,Changed mind
RET012021,ORD00191566,PROD01023,Product not as described
RET012028,ORD00191661,PROD01063,Defective product
RET012036,ORD00191717,PROD01039,Product not as described
RET012037,ORD00191726,PROD01005,Product not as described
RET012041,ORD00191775,PROD01016,Defective product
RET012063,ORD00191955,PROD01061,Changed mind
RET012068,ORD00191979,PROD01015,Quality issues
RET012073,ORD00192026,PROD01019,Ordered by mistake
RET012076,ORD00192041,PROD01055,Wrong item received
RET012081,ORD00192087,PROD01025,Quality issues
RET012093,ORD00192205,PROD01001,Late delivery
RET012096,ORD00192224,PROD01020,Better price available
RET012100,ORD00192278,PROD01036,Defective product
RET012102,ORD00192291,PROD01042,Wrong item received
RET012105,ORD00192319,PROD01021,Ordered by mistake
RET012114,ORD00192382,PROD01056,Late delivery
RET012115,ORD00192389,PROD01054,Size/compatibility issue
RET012124,ORD00192450,PROD01014,Changed mind
RET012125,ORD00192457,PROD01024,Late delivery
RET012130,ORD00192516,PROD01038,Size/compatibility issue
RET012133,ORD00192540,PROD01048,Changed mind
RET012138,ORD00192586,PROD01014,Defective product
RET012140,ORD00192636,PROD01061,Defective product
RET012141,ORD00192674,PROD01012,Wrong item received
RET012143,ORD00192690,PROD01027,Product not as described
RET012144,ORD00192690,PROD01015,Defective product
RET012145,ORD00192691,PROD01030,Quality issues
RET012147,ORD00192722,PROD01060,Damaged during shipping
RET012150,ORD00192734,PROD01003,Late delivery
RET012170,ORD00192925,PROD01051,Quality issues
RET012174,ORD00192958,PROD01012,Product not as described
RET012175,ORD00192981,PROD01062,Product not as described
RET012177,ORD00192996,PROD01035,Ordered by mistake
RET012178,ORD00192996,PROD01002,Wrong item received
RET012210,ORD00193301,PROD01007,Quality issues
RET012226,ORD00193568,PROD01047,Quality issues
RET012235,ORD00193624,PROD01049,Product not as described
RET012238,ORD00193647,PROD01058,Late delivery
RET012262,ORD00193952,PROD01058,Defective product
RET012264,ORD00193968,PROD01042,Damaged during shipping
RET012266,ORD00193994,PROD01008,Size/compatibility issue
RET012270,ORD00194045,PROD01031,Defective product
RET012275,ORD00194096,PROD01039,Size/compatibility issue
RET012279,ORD00194138,PROD01032,Defective product
RET012292,ORD00194322,PROD01049,Damaged during shipping
RET012293,ORD00194322,PROD01026,Late delivery
RET012303,ORD00194419,PROD01058,Wrong item received
RET012309,ORD00194528,PROD01009,Late delivery
RET012317,ORD00194602,PROD01007,Wrong item received
RET012327,ORD00194733,PROD01025,Quality issues
RET012329,ORD00194751,PROD01041,Size/compatibility issue
RET012333,ORD00194821,PROD01010,Wrong item received
RET012335,ORD00194843,PROD01035,Ordered by mistake
RET012339,ORD00194901,PROD01061,Quality issues
RET012340,ORD00194905,PROD01007,Quality issues
RET012341,ORD00194910,PROD01028,Better price available
RET012342,ORD00194910,PROD01026,Ordered by mistake
RET012346,ORD00194949,PROD01059,Product not as described
RET012349,ORD00194971,PROD01026,Late delivery
RET012356,ORD00195047,PROD01013,Better price available
RET012357,ORD00195066,PROD01019,Defective product
RET012361,ORD00195098,PROD01027,Quality issues
RET012371,ORD00195210,PROD01015,Ordered by mistake
RET012376,ORD00195325,PROD01033,Better price available
RET012381,ORD00195394,PROD01054,Size/compatibility issue
RET012385,ORD00195418,PROD01043,Size/compatibility issue
RET012390,ORD00195456,PROD01063,Damaged during shipping
RET012391,ORD00195466,PROD01048,Damaged during shipping
RET012397,ORD00195520,PROD01060,Damaged during shipping
RET012400,ORD00195592,PROD01016,Quality issues
RET012401,ORD00195597,PROD01021,Product not as described
RET012404,ORD00195675,PROD01015,Better price available
RET012407,ORD00195720,PROD01008,Size/compatibility issue
RET012409,ORD00195725,PROD01019,Changed mind
RET012417,ORD00195803,PROD01008,Defective product
RET012426,ORD00195933,PROD01004,Quality issues
RET012437,ORD00196076,PROD01005,Product not as described
RET012438,ORD00196085,PROD01039,Product not as described
RET012445,ORD00196118,PROD01011,Late delivery
RET012461,ORD00196328,PROD01018,Quality issues
RET012466,ORD00196395,PROD01039,Late delivery
RET012468,ORD00196426,PROD01027,Size/compatibility issue
RET012469,ORD00196426,PROD01059,Quality issues
RET012477,ORD00196588,PROD01013,Wrong item received
RET012486,ORD00196733,PROD01025,Better price available
RET012488,ORD00196741,PROD01006,Size/compatibility issue
RET012502,ORD00197005,PROD01058,Defective product
RET012507,ORD00197091,PROD01032,Quality issues
RET012515,ORD00197119,PROD01055,Damaged during shipping
